,Unnamed: 0,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,MonthlyCharges_z,tenure_z,TotalCharges_z
3122,3127,Female,Yes,No,No,29,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.6,856.35,Yes,-1.136763602717989,-0.13941712119319946,-0.6295526478187919
5523,5532,Female,Yes,No,No,31,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.9,689.35,No,-1.4591959034028439,-0.05792919864057891,-0.7032309544905436
6469,6478,Female,Yes,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.8,6640.7,No,1.5291199555217385,1.1236456783724194,1.9224300659341826
3752,3758,Female,Yes,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),49.55,49.55,No,-0.5068572008645872,-1.2802480369298874,-0.9855026946617215
1301,1305,Female,Yes,No,No,28,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.55,1646.45,No,-0.17445276716886055,-0.18016108246950976,-0.2809704316430374
1906,1911,Female,Yes,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),106.1,7657.4,No,1.3728898716847469,1.6125732136881425,2.3709853617016674
5984,5993,Male,Yes,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,74.95,151.75,No,0.3374500607225587,-1.2395040756535771,-0.94041333572847
6343,6352,Male,Yes,Yes,No,42,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.4,4014.6,No,0.9839766842607471,0.3902543753988342,0.7638276638342603
2780,2785,Female,Yes,No,No,25,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,108.9,2809.05,No,1.4659631131195507,-0.3023929662984406,0.2319541152825824
6091,6100,Female,Yes,Yes,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.05,2952.85,Yes,1.1385447459292597,-0.13941712119319946,0.2953968727640068
4690,4698,Female,Yes,Yes,No,66,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.55,5265.1,Yes,0.5235965435921655,1.368109446030281,1.3155325889421974
4369,4376,Female,Yes,No,No,45,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,100.3,4483.95,No,1.1800953001412255,0.512486259227765,0.9708990005790905
4294,4301,Male,Yes,Yes,Yes,66,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,19.75,1344.5,No,-1.4974224132778524,1.368109446030281,-0.41418698673007587
6886,6897,Male,Yes,No,No,62,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),80.4,4981.15,No,0.5186104770867298,1.2051336009250397,1.1902574082269644
6695,6705,Male,Yes,Yes,Yes,22,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,51.1,1232.9,No,-0.4553345136417494,-0.42462485012737144,-0.46342350783527037
4771,4779,Female,Yes,Yes,No,19,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.8,1743.05,No,1.0637537483477213,-0.5468567339563023,-0.23835172251434758
1001,1004,Male,Yes,No,No,21,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.0,417.7,No,-1.4891123024354593,-0.46536881140368175,-0.8230795293850426
6734,6744,Male,Yes,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),101.35,7110.75,No,1.2149977656792768,1.4495973685829016,2.1298102339045837
1276,1280,Female,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.85,8317.95,No,1.6637437511685078,1.6125732136881425,2.6624117417736772
710,711,Female,Yes,Yes,No,20,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,81.0,1683.7,No,0.5385547431084732,-0.506112772679992,-0.2645361985680509
6106,6115,Female,Yes,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.5,7854.9,No,1.4859073791412942,1.6125732136881425,2.4581198860589786
3376,3382,Male,Yes,Yes,Yes,72,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),25.55,1867.7,No,-1.304627841734331,1.6125732136881425,-0.18335770498959394
922,924,Female,Yes,No,No,22,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.7,1820.9,No,0.5618230534671742,-0.42462485012737144,-0.20400527835628843
2247,2252,Female,Yes,Yes,Yes,64,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),19.8,1336.65,No,-1.495760391109374,1.2866215234776603,-0.4176503083311133
3916,3923,Male,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,80.85,80.85,Yes,0.5335686766030371,-1.2802480369298874,-0.971693527004082
2377,2382,Female,Yes,No,No,29,No,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),39.5,1082.75,No,-0.8409236567287923,-0.13941712119319946,-0.5296678057200819
2877,2882,Female,Yes,No,No,11,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,64.9,716.1,No,0.003383604858353504,-0.8728084241667845,-0.6914291897991104
3946,3953,Female,Yes,No,No,6,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,74.4,434.1,Yes,0.3191678168692938,-1.076528230548336,-0.8158440549573976
6062,6071,Male,Yes,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.55,7542.25,No,1.354607627831482,1.6125732136881425,2.320182625095367
2567,2572,Female,Yes,Yes,No,71,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),25.0,1753.0,No,-1.322910085587596,1.5718292524118322,-0.23396190723659946
1042,1045,Female,Yes,Yes,Yes,43,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.3,4209.95,No,1.1468548567716528,0.4309983366751445,0.8500136351416057
1059,1062,Female,Yes,Yes,No,34,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),50.2,1815.3,No,-0.48525091267436476,0.06430268518835193,-0.20647592816085023
4876,4884,Female,Yes,Yes,Yes,41,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.9,3848.0,No,1.0005969059455335,0.3495104141225239,0.6903258321485488
3821,3828,Female,Yes,Yes,No,65,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.35,1319.95,No,-1.5107185906256815,1.3273654847539706,-0.42501813899828844
3801,3807,Male,Yes,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.65,2542.45,Yes,1.3246912287988668,-0.3431369275747509,0.11433353708683973
4407,4415,Male,Yes,Yes,No,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),66.1,4428.45,No,0.04327213690184032,1.368109446030281,0.9464130962660233
5676,5685,Male,Yes,Yes,Yes,45,Yes,No,No,No,No,No,No,No,No,Two year,No,Electronic check,19.2,903.7,No,-1.5157046571311175,0.512486259227765,-0.6086624213462922
896,898,Female,Yes,No,No,12,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.9,1120.95,Yes,1.1335586794238242,-0.8320644628904743,-0.51281444455325
4110,4117,Male,Yes,Yes,No,63,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),99.7,6330.4,No,1.160151034119482,1.24587756220135,1.7855295955135568
5815,5824,Male,Yes,Yes,Yes,66,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),79.85,5234.95,No,0.5003282332334644,1.368109446030281,1.302230786869423
6105,6114,Male,Yes,No,No,8,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,66.65,520.95,No,0.061554380755105664,-0.9950403079957154,-0.7775269236134357
5928,5937,Female,Yes,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.0,613.4,Yes,0.6382760732171912,-0.9950403079957154,-0.736739142464912
6901,6912,Male,Yes,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.5,791.7,No,0.6881367382715502,-0.9542963467194051,-0.658075417437527
5914,5923,Female,Yes,No,No,6,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.25,487.05,No,0.8127884009074476,-1.076528230548336,-0.7924831786803362
1164,1168,Male,Yes,Yes,Yes,1,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.65,19.65,No,-1.5007464576148097,-1.2802480369298874,-0.9986941998682208
6835,6846,Female,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.55,79.55,Yes,0.49035610022259274,-1.2802480369298874,-0.9722670707087122
5698,5707,Female,Yes,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.55,84.4,No,-0.6398189743428778,-1.2395040756535771,-0.9701273115029757
3973,3980,Male,Yes,No,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.7,2979.5,Yes,1.359593694336918,-0.18016108246950976,0.30715451870893007
2380,2385,Female,Yes,No,Yes,3,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,29.65,90.05,No,-1.1683420239190832,-1.1987601143772668,-0.967634602325159
4158,4165,Male,Yes,No,No,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),87.95,522.35,No,0.7695758245270033,-1.076528230548336,-0.7769092611622953
5429,5438,Male,Yes,Yes,No,9,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.9,741.7,Yes,0.5019902554019434,-0.9542963467194051,-0.6801347906925423
4027,4034,Male,Yes,Yes,Yes,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.65,369.15,No,-0.6697353733754932,-0.9950403079957154,-0.8444991808156627
3529,3535,Male,Yes,Yes,Yes,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.2,6741.15,No,1.4759352461304225,1.2866215234776603,1.966747346803509
455,455,Female,Yes,No,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.15,2494.65,No,1.3080710071140806,-0.3431369275747509,0.09324477625504506
3800,3806,Female,Yes,No,No,18,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.55,1359.45,No,0.2909134400051568,-0.5876006952326126,-0.40759123412682624
1740,1745,Female,Yes,Yes,Yes,56,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),19.8,1119.9,No,-1.495760391109374,0.9606698332671781,-0.5132776913916053
3535,3541,Female,Yes,Yes,No,49,No,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),40.65,2070.75,No,-0.8026971468537838,0.6754621043330061,-0.09377459020097614
1052,1055,Female,Yes,No,No,36,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.55,620.75,No,-1.504070501951767,0.1457906077409725,-0.7334964145964248
5608,5617,Male,Yes,No,No,2,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.75,44.2,No,-1.4641819699082799,-1.2395040756535771,-0.9878630476000083
108,108,Male,Yes,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,94.35,3921.3,No,0.9823146620922681,0.4309983366751445,0.7226648733404015
2342,2347,Male,Yes,Yes,Yes,8,Yes,Yes,No,No,No,No,No,No,No,One year,No,Mailed check,24.4,203.95,No,-1.3428543516093396,-0.9950403079957154,-0.9173833500502339
150,150,Female,Yes,Yes,Yes,8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.55,564.35,No,0.12471122315729345,-0.9950403079957154,-0.7583793876280823
1601,1606,Male,Yes,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.1,7447.7,No,1.3064089849456015,1.6125732136881425,2.278468350270132
4303,4310,Male,Yes,No,No,72,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.6,4566.5,No,0.02665191521705399,1.6125732136881425,1.007319025823121
1044,1047,Male,Yes,No,No,3,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.25,152.3,No,-0.4835888905058862,-1.1987601143772668,-0.9401706826226647
511,512,Female,Yes,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,334.8,Yes,0.3175057947008148,-1.1172721918246462,-0.8596539702418583
4000,4007,Male,Yes,Yes,No,55,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),25.7,1443.65,No,-1.2996417752288951,0.9199258719908678,-0.37044324956538016
5546,5555,Female,Yes,Yes,Yes,70,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.8,1378.75,No,-1.495760391109374,1.5310852911355222,-0.3990763160503903
1789,1794,Female,Yes,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,91.05,6293.75,No,0.8726211989726784,1.5718292524118322,1.7693600749176306
207,207,Male,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.9,79.9,Yes,0.5019902554019434,-1.2802480369298874,-0.9721126550959271
1448,1453,Male,Yes,No,No,31,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.5,2979.2,No,0.9873007285977041,-0.05792919864057891,0.3070221624693999
3882,3889,Male,Yes,No,No,13,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),19.3,259.65,No,-1.5123806127941604,-0.791320501614164,-0.8928092082441466
6942,6953,Female,Yes,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,82.0,1127.2,Yes,0.5717951864780458,-0.791320501614164,-0.5100570228963731
1952,1957,Female,Yes,Yes,No,46,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,53.1,2459.8,No,-0.38885362690260405,0.5532302205040753,0.07786939309629931
2455,2460,Female,Yes,Yes,Yes,48,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.55,883.35,No,-1.504070501951767,0.6347181430566958,-0.6176405862610836
1203,1207,Female,Yes,No,Yes,9,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),69.4,571.45,No,0.1529656000214305,-0.9542963467194051,-0.75524695662587
4884,4892,Male,Yes,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.35,1745.2,No,0.6499102283965414,-0.506112772679992,-0.23740316946438186
418,418,Female,Yes,Yes,Yes,22,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,83.3,1845.9,Yes,0.6150077628584902,-0.42462485012737144,-0.19297559172878068
1209,1213,Female,Yes,Yes,Yes,69,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.2,1412.65,No,-1.4824642137615447,1.4903413298592119,-0.3841200609834897
3615,3621,Female,Yes,Yes,Yes,2,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.4,36.55,Yes,-1.3428543516093396,-1.2395040756535771,-0.9912381317080255
5091,5099,Female,Yes,No,Yes,11,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),20.1,221.35,Yes,-1.485788258098502,-0.8728084241667845,-0.9097066881574885
4300,4307,Female,Yes,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.55,3580.3,Yes,1.055443637505328,0.18653456901728277,0.572219947741196
75,75,Female,Yes,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,110.5,6139.5,No,1.5191478225108668,0.9606698332671781,1.7013069084259078
5643,5652,Female,Yes,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,48.6,48.6,No,-0.5384356220656811,-1.2802480369298874,-0.9859218227535669
2728,2733,Female,Yes,Yes,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,55.3,55.3,No,-0.3157246514895444,-1.2802480369298874,-0.9829658667373947
3613,3619,Female,Yes,Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),85.3,6129.2,No,0.6814886495976356,1.6125732136881425,1.6967626775353746
5092,5100,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.3,75.3,Yes,0.3490842159019089,-1.2802480369298874,-0.9741421174353885
623,624,Female,Yes,No,No,7,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),20.0,137.6,Yes,-1.4891123024354593,-1.0357842692720256,-0.9466561383596394
76,76,Female,Yes,No,No,46,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),55.65,2688.85,No,-0.30409049631019386,0.5532302205040753,0.17892338197752508
2415,2420,Male,Yes,Yes,Yes,4,No,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),38.55,156.1,No,-0.8725020779298864,-1.1580161531009565,-0.9384941702552836
4336,4343,Female,Yes,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.75,606.25,Yes,0.36404241541821675,-0.9950403079957154,-0.7398936328403793
1996,2001,Female,Yes,No,No,5,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.15,117.95,No,-1.4841262359300234,-1.1172721918246462,-0.9553254720488605
6496,6505,Male,Yes,Yes,Yes,56,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),59.8,3457.45,No,-0.16614265632646738,0.9606698332671781,0.5180200676536229
6193,6202,Male,Yes,Yes,Yes,21,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,77.5,1625.0,Yes,0.42221319131496887,-0.46536881140368175,-0.2904339027694391
852,854,Female,Yes,No,No,68,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.5,1424.9,No,-1.472492080750673,1.4495973685829016,-0.37871551453601093
5400,5409,Female,Yes,No,No,26,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.15,2277.65,Yes,0.8094643565704907,-0.26164900502213034,-0.002492903671722088
2723,2728,Female,Yes,No,No,25,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,61.05,1540.2,No,-0.12459210211450154,-0.3023929662984406,-0.3278465998099453
1191,1195,Female,Yes,Yes,No,20,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,60.0,1259.35,No,-0.15949456765255274,-0.506112772679992,-0.45175409938336725
1155,1159,Female,Yes,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.4,224.05,Yes,0.5186104770867298,-1.1987601143772668,-0.9085154820017175
4542,4550,Female,Yes,Yes,Yes,72,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),26.25,1988.05,No,-1.28135953137563,1.6125732136881425,-0.13026079356477177
1299,1303,Female,Yes,Yes,Yes,69,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.7,1396.9,No,-1.499084435446331,1.4903413298592119,-0.39106876355881964
6519,6528,Male,Yes,Yes,Yes,70,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.35,1458.1,No,-1.477478147256109,1.5310852911355222,-0.36406809069468077
1804,1809,Male,Yes,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,2642.05,Yes,0.6715165165867639,-0.01718523736426863,0.1582758086108307
3673,3679,Male,Yes,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.1,20.1,Yes,-1.485788258098502,-1.2802480369298874,-0.9984956655089258
2302,2307,Female,Yes,Yes,Yes,9,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,65.6,593.3,No,0.02665191521705399,-0.9542963467194051,-0.7456070105134284
6427,6436,Female,Yes,No,No,70,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),79.6,5589.45,No,0.4920181223910713,1.5310852911355222,1.4586317432474825
5862,5871,Male,Yes,No,No,24,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.65,1400.55,Yes,-0.30409049631019386,-0.3431369275747509,-0.38945842931120356
2765,2770,Male,Yes,Yes,Yes,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.55,1515.1,Yes,0.9224818640270374,-0.6283446565089229,-0.3389204051839631
6878,6889,Male,Yes,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,89.85,244.45,No,0.8327326669291911,-1.1987601143772668,-0.8995152577136712
753,755,Male,Yes,No,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.55,1842.8,Yes,1.1219245242444733,-0.506112772679992,-0.1943432728705917
4753,4761,Male,Yes,Yes,Yes,72,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),25.0,1738.9,No,-1.322910085587596,1.6125732136881425,-0.2401826504945138
6874,6885,Male,Yes,No,Yes,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.75,871.4,Yes,0.2975615286790714,-0.8320644628904743,-0.6229127764690322
6011,6020,Female,Yes,Yes,Yes,34,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,61.25,1993.2,No,-0.11794401344058691,0.06430268518835193,-0.12798867811950512
2378,2383,Male,Yes,Yes,Yes,21,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,26.05,565.75,No,-1.2880076200495447,-0.46536881140368175,-0.7577617251769418
6675,6685,Female,Yes,Yes,No,45,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),50.25,2221.55,No,-0.4835888905058862,0.512486259227765,-0.027243520463849407
461,461,Female,Yes,Yes,No,24,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),69.45,1614.05,No,0.15462762218990903,-0.3431369275747509,-0.2952649055122875
1096,1100,Male,Yes,No,Yes,15,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,324.15,No,-1.3295581742615106,-0.7098325790615434,-0.8643526167451766
6744,6755,Male,Yes,No,No,42,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,79.9,3313.4,No,0.5019902554019434,0.3902543753988342,0.45446701330592343
1852,1857,Female,Yes,Yes,No,65,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),58.9,3857.1,No,-0.19605905535908272,1.3273654847539706,0.6943406380809616
5439,5448,Female,Yes,Yes,Yes,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),101.6,3930.55,No,1.2233078765216698,0.3495104141225239,0.7267458573925795
1655,1660,Male,Yes,Yes,No,47,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.4,1139.2,No,-1.3096139082397669,0.5939741817803856,-0.5047627733151694
1375,1380,Male,Yes,Yes,Yes,61,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),98.45,6145.2,No,1.1186004799075162,1.1643896396487294,1.7038216769769796
4044,4051,Female,Yes,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),97.7,6869.7,No,1.0936701473803367,1.6125732136881425,2.0234619954421533
6437,6446,Male,Yes,Yes,Yes,58,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),89.85,5125.75,No,0.8327326669291911,1.0421577558197987,1.254053115680469
1306,1310,Female,Yes,Yes,No,34,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.65,3207.55,Yes,1.0920081252118583,0.06430268518835193,0.4077673201250557
5983,5992,Male,Yes,Yes,Yes,65,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),72.45,4653.85,Yes,0.25434895229862703,1.3273654847539706,1.0458567508996333
